celebrity,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,placement,week_1_judge_percentages,week_1_judge_rank,week_2_judge_percentages,week_2_judge_rank,week_3_judge_percentages,week_3_judge_rank,week_4_judge_percentages,week_4_judge_rank,week_5_judge_percentages,week_5_judge_rank,week_6_judge_percentages,week_6_judge_rank,week_7_judge_percentages,week_7_judge_rank,week_8_judge_percentages,week_8_judge_rank,week_9_judge_percentages,week_9_judge_rank,week_10_judge_percentages,week_10_judge_rank,week_11_judge_percentages,week_11_judge_rank
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,5,0.092,3.0,0.09057301293900184,1.0,0.10819672131147541,3.0,0.11440677966101695,2.0,0.09634551495016612,7.0,0.12779552715654952,1.0,0.12217194570135746,6.0,0.1443303432897215,3.0,0.14893617021276595,6.0,,,,
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2,0.096,1.0,0.08317929759704251,4.0,0.1180327868852459,1.0,0.11440677966101695,2.0,0.11627906976744186,5.0,0.12460063897763578,4.0,0.12217194570135746,6.0,0.17010361887717176,1.0,0.16717325227963525,3.0,0.22784810126582278,4.0,0.25423750359110475,1.0
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,8,0.084,7.0,0.08317929759704251,4.0,0.09836065573770492,7.0,0.11440677966101695,2.0,0.09966777408637874,6.0,0.10223642172523961,6.0,0.12669683257918551,2.0,,,,,,,,
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1,0.096,1.0,0.08872458410351201,2.0,0.10491803278688525,5.0,0.11864406779661017,1.0,0.12292358803986711,3.0,0.12779552715654952,1.0,0.13122171945701358,1.0,0.1443303432897215,3.0,0.182370820668693,1.0,0.26582278481012656,1.0,0.25423750359110475,1.0
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,11,0.048,13.0,0.06839186691312385,9.0,,,,,,,,,,,,,,,,,,
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,9,0.06,9.0,0.06839186691312385,9.0,0.06557377049180328,10.0,0.07627118644067797,9.0,0.08637873754152824,9.0,0.07667731629392971,9.0,,,,,,,,,,
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,11,0.06751054852320675,10.0,0.0635593220338983,11.0,0.0759493670886076,11.0,,,,,,,,,,,,,,,,
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,8,0.08438818565400844,8.0,0.08050847457627118,9.0,0.09282700421940929,5.0,0.10031347962382445,6.0,0.10144927536231885,7.0,0.10572687224669604,6.0,0.12149532710280374,5.0,,,,,,,,
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,6,0.08438818565400844,8.0,0.08898305084745763,3.0,0.0970464135021097,3.0,0.08463949843260188,9.0,0.12681159420289856,2.0,0.11013215859030837,4.0,0.1191588785046729,8.0,0.17751479289940827,1.0,,,,,,
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,9,0.06329113924050633,11.0,0.0847457627118644,5.0,0.08438818565400844,8.0,0.07523510971786834,10.0,0.10144927536231885,7.0,0.09251101321585903,9.0,,,,,,,,,,
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,7,0.08860759493670886,4.0,0.0847457627118644,5.0,0.08438818565400844,8.0,0.10031347962382445,6.0,0.10507246376811594,6.0,0.10572687224669604,6.0,0.12149532710280374,5.0,,,,,,,,
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,5,0.08860759493670886,4.0,0.08050847457627118,9.0,0.08438818565400844,8.0,0.109717868338558,3.0,0.09420289855072464,9.0,0.11894273127753303,3.0,0.12149532710280374,5.0,0.15976331360946747,5.0,0.1916376306620209,5.0,,,,
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2,0.08860759493670886,4.0,0.1016949152542373,1.0,0.0970464135021097,3.0,0.11285266457680251,1.0,0.11231884057971014,4.0,0.12334801762114538,2.0,0.12850467289719625,2.0,0.16568047337278108,4.0,0.20557491289198607,2.0,0.340996970101012,1.0,,
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,12,0.05485232067510549,12.0,0.05508474576271186,12.0,,,,,,,,,,,,,,,,,,
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1,0.0970464135021097,1.0,0.0847457627118644,5.0,0.10548523206751055,1.0,0.10658307210031348,5.0,0.13405797101449277,1.0,0.11013215859030837,4.0,0.1308411214953271,1.0,0.17159763313609466,3.0,0.1986062717770035,3.0,0.3333325670462853,2.0,,
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3,0.0970464135021097,1.0,0.08898305084745763,3.0,0.08860759493670886,6.0,0.11285266457680251,1.0,0.11594202898550725,3.0,0.10572687224669604,6.0,0.12850467289719625,2.0,0.17751479289940827,1.0,0.1951219512195122,4.0,0.32567046285270274,3.0,,
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,4,0.0970464135021097,1.0,0.1016949152542373,1.0,0.10126582278481013,2.0,0.109717868338558,3.0,0.10869565217391304,5.0,0.1277533039647577,1.0,0.12850467289719625,2.0,0.14792899408284024,6.0,0.20905923344947736,1.0,,,,
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,10,0.08860759493670886,4.0,0.0847457627118644,5.0,0.08860759493670886,6.0,0.0877742946708464,8.0,,,,,,,,,,,,,,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,13,0.06666666666666667,11.0,0.06818181818181818,10.0,,,,,,,,,,,,,,,,,,
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,8,0.06666666666666667,11.0,0.07386363636363637,8.0,0.08615384615384615,5.0,0.09195402298850575,4.0,0.10434782608695652,6.0,0.10163934426229508,6.0,0.11978221415607986,6.0,,,,,,,,
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,6,0.08181818181818182,3.0,0.07670454545454546,7.0,0.08615384615384615,5.0,0.08045977011494253,10.0,0.11739130434782609,2.0,0.11147540983606558,5.0,0.1161524500907441,8.0,0.11442797455519857,7.0,0.15859030837004406,5.0,,,,
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,7,0.07272727272727272,9.0,0.06818181818181818,10.0,0.07692307692307693,8.0,0.0842911877394636,9.0,0.10434782608695652,6.0,0.09836065573770492,7.0,0.11978221415607986,6.0,0.12935336254065924,5.0,,,,,,
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3,0.07878787878787878,5.0,0.07954545454545454,6.0,0.09846153846153846,1.0,0.08812260536398467,6.0,0.10434782608695652,6.0,0.12131147540983607,3.0,0.13430127041742287,1.0,0.14925387985460684,3.0,0.16299559471365638,4.0,0.19112627986348124,5.0,0.25191616266698036,3.0
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1,0.09393939393939393,1.0,0.09090909090909091,1.0,0.09538461538461539,2.0,0.11494252873563218,1.0,0.10869565217391304,5.0,0.12131147540983607,3.0,0.12522686025408347,3.0,0.1641792678400675,2.0,0.1762114537444934,1.0,0.20477815699658702,1.0,0.2584885858282496,1.0
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,9,0.07272727272727272,9.0,0.06818181818181818,10.0,0.07692307692307693,8.0,0.09195402298850575,4.0,0.10434782608695652,6.0,0.09180327868852459,9.0,,,,,,,,,,
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,12,0.06060606060606061,13.0,0.0625,13.0,0.07076923076923076,11.0,,,,,,,,,,,,,,,,
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2,0.09393939393939393,1.0,0.08238636363636363,4.0,0.08923076923076922,4.0,0.10727969348659004,2.0,0.12608695652173912,1.0,0.12459016393442623,2.0,0.13430127041742287,1.0,0.1741285314711756,1.0,0.15859030837004406,5.0,0.20136518771331058,3.0,0.25629755904896034,2.0
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,11,0.07878787878787878,5.0,0.08522727272727272,3.0,0.07692307692307693,8.0,0.06896551724137931,11.0,,,,,,,,,,,,,,
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,10,0.07575757575757576,7.0,0.07386363636363637,8.0,0.07076923076923076,11.0,0.08812260536398467,6.0,,,,,,,,,,,,,,
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,4,0.08181818181818182,3.0,0.08238636363636363,4.0,0.08,7.0,0.08812260536398467,6.0,0.11304347826086956,4.0,0.13114754098360656,1.0,0.12522686025408347,3.0,0.14925387985460684,3.0,0.1762114537444934,1.0,0.19795221843003413,4.0,0.2332976924558098,4.0
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,5,0.07575757575757576,7.0,0.08806818181818182,2.0,0.09230769230769231,3.0,0.09578544061302682,3.0,0.11739130434782609,2.0,0.09836065573770492,7.0,0.12522686025408347,3.0,0.11940310388368545,6.0,0.16740088105726872,3.0,0.20477815699658702,1.0,,
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,11,0.0695364238410596,10.0,0.07621951219512195,9.0,0.0761904761904762,9.0,,,,,,,,,,,,,,,,
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,10,0.06622516556291391,11.0,0.06707317073170732,11.0,0.0761904761904762,9.0,0.08588957055214724,10.0,,,,,,,,,,,,,,
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,8,0.09271523178807947,3.0,0.09146341463414634,3.0,0.10476190476190476,2.0,0.10736196319018405,3.0,0.1118421052631579,4.0,0.137546468401487,1.0,,,,,,,,,,
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,7,0.09271523178807947,3.0,0.08536585365853659,5.0,0.10476190476190476,2.0,0.10122699386503067,4.0,0.11842105263157894,3.0,0.12453531598513011,5.0,0.1422924901185771,4.0,,,,,,,,
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,5,0.0728476821192053,9.0,0.08536585365853659,5.0,0.0761904761904762,9.0,0.09815950920245399,5.0,0.09868421052631579,8.0,0.1171003717472119,6.0,0.1225296442687747,7.0,0.166189111747851,5.0,,,,,,
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,4,0.10596026490066225,1.0,0.08841463414634146,4.0,0.10158730158730159,4.0,0.11042944785276074,2.0,0.125,2.0,0.12825278810408922,4.0,0.1541501976284585,2.0,0.20630372492836677,3.0,0.264026402640264,1.0,,,,
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2,0.09271523178807947,3.0,0.08231707317073171,8.0,0.09841269841269841,5.0,0.0950920245398773,7.0,0.09539473684210527,9.0,0.11524163568773234,7.0,0.12648221343873517,6.0,0.18624641833810887,4.0,0.23102310231023102,4.0,0.3150292500591764,3.0,,
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1,0.10264900662251655,2.0,0.0975609756097561,1.0,0.08888888888888889,6.0,0.1196319018404908,1.0,0.10526315789473684,6.0,0.13011152416356878,3.0,0.1541501976284585,2.0,0.2148997134670487,2.0,0.25412541254125415,2.0,0.3439307536171316,1.0,,
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,12,0.056291390728476824,12.0,0.06707317073170732,11.0,,,,,,,,,,,,,,,,,,
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,9,0.07947019867549669,7.0,0.08536585365853659,5.0,0.08253968253968254,7.0,0.09202453987730061,8.0,0.10526315789473684,6.0,,,,,,,,,,,,
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3,0.08940397350993377,6.0,0.0975609756097561,1.0,0.10793650793650794,1.0,0.09815950920245399,5.0,0.12828947368421054,1.0,0.13382899628252787,2.0,0.16600790513833993,1.0,0.22636103151862463,1.0,0.2508250825082508,3.0,0.34103999632369203,2.0,,
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,6,0.07947019867549669,7.0,0.07621951219512195,9.0,0.08253968253968254,7.0,0.09202453987730061,8.0,0.1118421052631579,4.0,0.11338289962825279,8.0,0.13438735177865613,5.0,,,,,,,,
Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,10,0.07531380753138076,7.0,0.08226691042047532,4.0,0.0778688524590164,11.0,0.08856088560885608,4.0,0.09195402298850575,8.0,,,,,,,,,,,,
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3,0.0794979079497908,5.0,0.08775137111517367,1.0,0.0860655737704918,6.0,0.08856088560885608,4.0,0.1111111111111111,2.0,0.10130718954248366,6.0,0.13953488372093023,1.0,0.16932907348242812,3.0,0.18888888888888888,4.0,0.24866694332774683,3.0,,
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1,0.09205020920502092,1.0,0.08775137111517367,1.0,0.10245901639344263,2.0,0.1070110701107011,1.0,0.11494252873563218,1.0,0.12745098039215685,2.0,0.12558139534883722,4.0,0.19169329073482427,1.0,0.21481481481481482,1.0,0.2557729554628947,1.0,,
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,11,0.07531380753138076,7.0,0.06946983546617916,11.0,0.0860655737704918,6.0,0.08487084870848709,10.0,,,,,,,,,,,,,,
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,8,0.08368200836820083,4.0,0.0712979890310786,9.0,0.0860655737704918,6.0,0.08856088560885608,4.0,0.10344827586206896,4.0,0.11764705882352941,4.0,0.11162790697674418,8.0,,,,,,,,
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,6,0.06276150627615062,12.0,0.0712979890310786,9.0,0.0860655737704918,6.0,0.08856088560885608,4.0,0.09578544061302682,6.0,0.12091503267973856,3.0,0.11395348837209303,7.0,0.16293929712460065,4.0,,,,,,
Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,5,0.0794979079497908,5.0,0.08043875685557587,6.0,0.09016393442622951,5.0,0.0996309963099631,2.0,0.10344827586206896,4.0,0.10130718954248366,6.0,0.1325581395348837,2.0,0.15335463258785942,5.0,0.2074074074074074,3.0,,,,
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,13,0.058577405857740586,13.0,0.062157221206581355,13.0,,,,,,,,,,,,,,,,,,
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2,0.09205020920502092,1.0,0.08226691042047532,4.0,0.11065573770491803,1.0,0.0959409594095941,3.0,0.10727969348659004,3.0,0.13071895424836602,1.0,0.1186046511627907,6.0,0.17252396166134185,2.0,0.2111111111111111,2.0,0.2557729554628947,1.0,,
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,12,0.07112970711297072,10.0,0.07495429616087751,7.0,,,,,,,,,,,,,,,,,,
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,9,0.07531380753138076,7.0,0.06946983546617916,11.0,0.0860655737704918,6.0,0.08118081180811808,11.0,0.0842911877394636,10.0,0.08496732026143791,9.0,,,,,,,,,,
Drew Scott,Emma Slater,TV Personality,,Canada,39,25,4,0.06694560669456066,11.0,0.07495429616087751,7.0,0.0942622950819672,3.0,0.08856088560885608,4.0,0.09578544061302682,6.0,0.09803921568627451,8.0,0.1325581395348837,2.0,0.1501597444089457,6.0,0.17777777777777778,5.0,0.2397871457464638,4.0,,
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,25,7,0.08786610878661087,3.0,0.08592321755027423,3.0,0.0942622950819672,3.0,0.08856088560885608,4.0,0.09195402298850575,8.0,0.11764705882352941,4.0,0.12558139534883722,4.0,,,,,,,,
Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,26,10,0.09047619047619047,8.0,,,,,,,,,,,,,,,,,,,,
Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,26,9,0.08571428571428572,9.0,,,,,,,,,,,,,,,,,,,,
Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,26,8,0.08095238095238096,10.0,0.1102803738317757,8.0,,,,,,,,,,,,,,,,,,
Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,26,7,0.09523809523809523,7.0,0.1308411214953271,3.0,,,,,,,,,,,,,,,,,,
Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,26,6,0.1,5.0,0.11775700934579439,6.0,0.13744075829383887,6.0,,,,,,,,,,,,,,,,
Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,26,5,0.1,5.0,0.1233644859813084,4.0,0.15639810426540285,5.0,,,,,,,,,,,,,,,,
Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,26,4,0.10952380952380952,3.0,0.1383177570093458,1.0,0.16587677725118483,3.0,,,,,,,,,,,,,,,,
Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,26,3,0.10952380952380952,3.0,0.1233644859813084,4.0,0.16587677725118483,3.0,0.32748538011695905,3.0,,,,,,,,,,,,,,
Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,26,2,0.11428571428571428,1.0,0.11775700934579439,6.0,0.18009478672985782,2.0,0.3333333333333333,2.0,,,,,,,,,,,,,,
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,26,1,0.11428571428571428,1.0,0.1383177570093458,1.0,0.1943127962085308,1.0,0.3391812865497076,1.0,,,,,,,,,,,,,,
Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39,27,5,0.08627450980392157,3.0,0.09611829944547134,1.0,0.11070110701107011,1.0,0.10344827586206896,5.0,0.13063063063063063,1.0,0.13100436681222707,1.0,0.12873563218390804,3.0,0.18633540372670807,1.0,,,,,,
Evanna Lynch,Keo Motsepe,Actor/Actress,,Ireland,27,27,3,0.07058823529411765,9.0,0.08872458410351201,5.0,0.0996309963099631,2.0,0.10344827586206896,5.0,0.10810810810810811,6.0,0.12663755458515283,3.0,0.135632183908046,1.0,0.18012422360248448,2.0,0.2597402597402597,1.0,,,,
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,11,0.07647058823529412,8.0,0.07578558225508318,9.0,0.08118081180811808,9.0,,,,,,,,,,,,,,,,
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,8,0.07058823529411765,9.0,0.07948243992606285,8.0,0.07749077490774908,10.0,0.09051724137931035,8.0,0.10810810810810811,6.0,0.08296943231441048,9.0,0.12413793103448276,5.0,,,,,,,,
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2,0.0784313725490196,5.0,0.09611829944547134,1.0,0.0996309963099631,2.0,0.125,1.0,0.12162162162162163,3.0,0.13100436681222707,1.0,0.13333333333333333,2.0,0.17080745341614906,4.0,0.2597402597402597,1.0,,,,
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,12,0.07058823529411765,9.0,0.06839186691312385,11.0,,,,,,,,,,,,,,,,,,
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,9,0.0784313725490196,5.0,0.08502772643253234,7.0,0.08856088560885608,7.0,0.11206896551724138,2.0,0.11261261261261261,5.0,0.10480349344978165,6.0,,,,,,,,,,
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,7,0.09019607843137255,1.0,0.08687615526802218,6.0,0.0959409594095941,5.0,0.09482758620689655,7.0,0.11711711711711711,4.0,0.11353711790393013,5.0,0.12183908045977011,6.0,,,,,,,,
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,13,0.06862745098039216,12.0,,,,,,,,,,,,,,,,,,,,
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1,0.0784313725490196,5.0,0.07208872458410351,10.0,0.08487084870848709,8.0,0.08620689655172414,9.0,0.0945945945945946,8.0,0.09606986899563319,7.0,0.12183908045977011,6.0,0.13975155279503104,6.0,0.23376623376623376,4.0,,,,
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,10,0.09019607843137255,1.0,0.09611829944547134,1.0,0.0996309963099631,2.0,0.11206896551724138,2.0,,,,,,,,,,,,,,
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4,0.08627450980392157,3.0,0.09057301293900184,4.0,0.0959409594095941,5.0,0.10775862068965517,4.0,0.13063063063063063,1.0,0.11790393013100436,4.0,0.12643678160919541,4.0,0.18012422360248448,2.0,0.24675324675324675,3.0,,,,
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,6,0.054901960784313725,13.0,0.06469500924214418,12.0,0.06642066420664207,11.0,0.06465517241379311,10.0,0.07657657657657657,9.0,0.09606986899563319,7.0,0.10804597701149425,8.0,0.14285714285714285,5.0,,,,,,
